order_id,user_id,product
722,9952,pear
723,9213,watch
724,8548,laptop
725,4044,tv
726,7505,watch
727,5344,watch
728,1370,laptop
729,9749,watch
730,1820,pear
731,2111,tv
732,8100,smartphone
733,3543,apple
734,6098,tv
735,9036,pear
736,6677,laptop
737,8825,apple
738,5625,laptop
739,7872,apple
740,2768,tv
741,3417,laptop
742,5472,smartphone
743,4176,smartphone
744,5823,watch
745,9812,watch
746,9837,watch
747,6357,watch
748,5449,smartphone
749,7231,apple
750,3011,tv
751,642,watch
752,2307,smartphone
753,5567,pear
754,1745,laptop
755,8368,watch
756,7578,laptop
757,2685,smartphone
758,4723,watch
759,7399,pear
760,5521,pear
761,7330,smartphone
762,3920,smartphone
763,7086,apple
764,6656,laptop
765,608,watch
766,8223,laptop
767,5682,tv
768,812,laptop
769,7109,smartphone
770,5707,laptop
771,6285,apple
772,797,tv
773,9161,watch
774,3785,smartphone
775,4569,smartphone
776,8395,apple
777,1826,laptop
778,3161,laptop
779,3340,watch
780,8052,watch
781,1774,tv
782,6403,pear
783,2763,apple
784,7780,pear
785,6851,laptop
786,3455,laptop
787,3952,tv
788,801,pear
789,7504,tv
790,2867,smartphone
791,2395,laptop
792,7490,watch
793,321,laptop
794,6174,smartphone
795,2264,watch
796,787,pear
797,9573,pear
798,7775,laptop
799,6012,pear
800,527,laptop
801,4716,tv
802,7576,laptop
803,8895,pear
804,3285,pear
805,8331,tv
806,2805,watch
807,9679,laptop
808,8965,laptop
809,9645,tv
810,8094,smartphone
811,7362,apple
812,1895,apple
813,1826,apple
814,7530,watch
815,48,pear
816,5444,apple
817,4701,tv
818,720,laptop
819,1628,apple
820,8372,apple
821,9764,watch
822,1725,apple
823,7073,laptop
824,8531,pear
825,4933,tv
826,3147,pear
827,6741,watch
828,589,watch
829,9115,tv
830,6977,laptop
831,4229,tv
832,7918,apple
833,5841,apple
834,8704,smartphone
835,5805,tv
836,2782,apple
837,6813,apple
838,5479,laptop
839,6930,laptop
840,5148,tv
841,5979,watch
842,3483,watch
843,7546,watch
844,4897,watch
845,8016,pear
846,7069,apple
847,3077,laptop
848,5797,apple
849,2693,apple
850,7233,watch
851,4530,laptop
852,6313,smartphone
853,2868,tv
854,7007,laptop
855,3299,tv
856,6973,watch
857,9122,smartphone
858,3073,watch
859,2300,watch
860,6210,watch
861,6555,watch
862,4794,watch
863,7261,watch
864,695,tv
865,6282,tv
866,9687,apple
867,6406,smartphone
868,9527,watch
869,8527,apple
870,2612,apple
871,8522,pear
872,1738,apple
873,1702,pear
874,6561,watch
875,4805,laptop
876,7596,laptop
877,9834,smartphone
878,9452,apple
879,4581,pear
880,7338,tv
881,3837,smartphone
882,5405,pear
883,5212,watch
884,3450,tv
885,5708,apple
886,9647,laptop
887,7594,tv
888,6887,pear
889,7242,apple
890,1816,tv
891,6286,apple
892,7890,tv
893,2059,laptop
894,6553,tv
895,3981,watch
896,2337,tv
897,8839,watch
898,9476,smartphone
899,1996,apple
900,7196,tv
901,7578,pear
902,8972,tv
903,2989,watch
904,8517,laptop
905,2336,watch
906,1106,pear
907,6104,pear
908,5028,tv
909,4521,pear
910,2543,watch
911,3463,laptop
912,9319,pear
913,1675,smartphone
914,6252,laptop
915,6400,smartphone
916,7753,pear
917,4842,pear
918,8309,apple
919,9397,laptop
920,9295,watch
921,7757,pear
922,4243,watch
923,8464,pear
924,1880,laptop
925,6672,tv
926,3676,laptop
927,8494,smartphone
928,9931,watch
929,1222,apple
930,7294,tv
931,806,tv
932,4250,tv
933,6949,tv
934,676,tv
935,3541,smartphone
936,1461,watch
937,103,apple
938,7016,pear
939,2932,pear
940,1354,laptop
941,1825,smartphone
942,713,tv
943,7962,smartphone
944,3677,tv
945,7821,laptop
946,6228,laptop
947,9411,apple
948,4392,tv
949,9605,smartphone
950,7617,watch
951,3484,pear
952,6121,pear
953,6196,apple
954,8120,smartphone
955,2509,apple
956,287,tv
957,6357,pear
958,269,laptop
959,1706,laptop
960,4734,tv
961,6359,tv
962,5852,tv
963,927,apple
964,1173,apple
965,2279,watch
966,2100,smartphone
967,9068,laptop
968,3909,tv
969,165,smartphone
970,8735,watch
971,2712,apple
972,1927,pear
973,1618,tv
974,3737,tv
975,603,watch
976,793,tv
977,6316,laptop
978,1322,tv
979,9125,tv
980,8576,apple
981,724,pear
982,2752,watch
983,2963,tv
984,4505,pear
985,6973,apple
986,2387,pear
987,6669,tv
988,8252,smartphone
989,2430,laptop
990,6261,apple
991,4190,apple
992,1403,pear
993,1336,watch
994,2975,smartphone
995,5283,tv
996,9500,tv
997,1351,apple
998,7502,laptop
999,1480,apple
1000,7431,watch
1001,9922,smartphone
1002,6098,pear
1003,4681,tv
1004,1284,pear
1005,7629,smartphone
1006,608,smartphone
1007,1784,laptop
1008,4159,tv
1009,5186,apple
1010,9046,watch
1011,6639,laptop
1012,6190,apple
1013,2482,smartphone
1014,4883,smartphone
1015,7500,smartphone
1016,5177,pear
1017,2705,watch
1018,8466,apple
1019,9475,laptop
1020,7693,smartphone
1021,1094,laptop
1022,4850,watch
1023,6344,apple
1024,5660,tv
1025,6226,watch
1026,893,smartphone
1027,7688,watch
1028,5823,apple
1029,75,laptop
1030,4565,tv
1031,2848,apple
1032,3434,watch
1033,4271,pear
1034,1351,tv
1035,1917,tv
1036,5289,tv
1037,3803,apple
1038,4948,laptop
1039,2486,pear
1040,396,pear
1041,1125,watch
1042,2898,tv
1043,9473,apple
1044,2459,pear
1045,945,laptop
1046,4318,laptop
1047,4452,smartphone
1048,8259,pear
1049,1569,apple
1050,3548,pear
1051,3804,watch
1052,7711,laptop
1053,32,apple
1054,9018,laptop
1055,7978,tv
1056,8632,watch
1057,862,laptop
1058,5966,smartphone
1059,7198,apple
1060,5426,watch
1061,4689,pear
1062,5083,tv
1063,2117,apple
1064,4718,laptop
1065,8020,pear
1066,922,pear
1067,6941,laptop
1068,8225,laptop
1069,7697,apple
1070,9264,pear
1071,7271,pear
1072,7065,watch
1073,9128,apple
1074,5191,pear
1075,1427,tv
1076,8524,smartphone
1077,3348,pear
1078,4178,pear
1079,9634,tv
1080,1834,apple
1081,4491,tv
1082,1526,pear
1083,2784,tv
1084,642,tv
1085,6604,tv
1086,9469,laptop
1087,6537,smartphone
1088,7812,pear
1089,272,tv
1090,7235,tv
1091,6714,tv
1092,9033,watch
1093,496,laptop
1094,1448,watch
1095,1240,laptop
1096,6128,watch
1097,8174,pear
1098,9715,watch
1099,80,watch
1100,1489,watch
1101,5931,pear
1102,2095,tv
1103,6645,laptop
1104,5372,pear
1105,1392,tv
1106,2985,smartphone
1107,6168,apple
1108,9608,smartphone
1109,3043,laptop
1110,827,laptop
1111,1957,pear
1112,3439,apple
1113,495,tv
1114,1489,watch
1115,1458,laptop
1116,1556,smartphone
1117,6851,laptop
1118,9710,laptop
1119,7757,laptop
1120,1381,tv
1121,1954,watch
1122,9872,tv
1123,364,watch
1124,4078,watch
1125,6092,watch
1126,9054,pear
1127,3239,apple
1128,4662,laptop
1129,794,tv
1130,181,smartphone
1131,4824,pear
1132,9112,tv
1133,6116,smartphone
1134,6350,apple
1135,131,tv
1136,7333,pear
1137,6600,smartphone
1138,7410,apple
1139,4802,apple
1140,151,pear
1141,5205,pear
1142,4615,laptop
1143,2142,apple
1144,1444,watch
1145,1674,tv
1146,5374,smartphone
1147,8557,tv
1148,7819,tv
1149,9680,watch
1150,3585,pear
1151,562,watch
1152,8386,tv
1153,8622,watch
1154,4890,laptop
1155,1912,apple
1156,9211,pear
1157,5689,watch
1158,8217,laptop
1159,2801,smartphone
1160,7819,watch
1161,8978,tv
1162,6355,pear
1163,103,apple
1164,1018,pear
1165,1374,pear
1166,6364,tv
1167,7068,pear
1168,403,watch
1169,5602,watch
1170,8095,pear
1171,4908,pear
1172,7878,watch
1173,4636,smartphone
1174,5601,watch
1175,8071,smartphone
1176,4527,laptop
1177,8800,watch
1178,5568,pear
1179,2836,apple
1180,9908,pear
1181,6036,smartphone
1182,3078,tv
1183,7402,pear
1184,3653,apple
1185,2924,tv
1186,4577,laptop
1187,4835,tv
1188,8670,laptop
1189,2911,pear
1190,6076,apple
1191,2896,tv
1192,8953,laptop
1193,5799,pear
1194,6125,watch
1195,2843,smartphone
1196,5083,smartphone
1197,3900,watch
1198,8192,apple
1199,1967,tv
1200,2411,watch
1201,1009,tv
1202,9781,laptop
1203,7420,laptop
1204,8520,watch
1205,295,watch
1206,1386,apple
1207,2472,pear
1208,5126,pear
1209,6797,watch
1210,499,apple
1211,2356,apple
1212,1422,smartphone
1213,1240,smartphone
1214,8059,watch
1215,9838,tv
1216,7016,pear
1217,4352,tv
1218,1182,laptop
1219,9432,tv
1220,6805,laptop
1221,7941,smartphone
1222,6834,pear
1223,2025,watch
1224,6503,laptop
1225,7802,tv
1226,7162,watch
1227,5881,smartphone
1228,3338,laptop
1229,6369,pear
1230,7951,laptop
1231,2389,tv
1232,4409,watch
1233,8670,apple
1234,780,pear
1235,3297,laptop
1236,8601,watch
1237,5586,watch
1238,3259,tv
1239,9587,tv
1240,2053,smartphone
1241,3144,pear
1242,7202,pear
1243,7275,apple
1244,2442,apple
1245,703,pear
1246,7727,laptop
1247,6200,apple
1248,5106,apple
1249,3445,apple
1250,8836,tv
1251,6541,smartphone
1252,5483,watch
1253,2430,apple
1254,8660,pear
1255,3782,tv
1256,2877,smartphone
1257,7013,laptop
1258,8139,smartphone
1259,2824,pear
1260,22,tv
1261,190,pear
1262,1206,tv
1263,8024,pear
1264,4195,apple
1265,754,laptop
1266,3515,laptop
1267,3246,watch
1268,9602,watch
1269,2779,apple
1270,1362,pear
1271,8827,laptop
1272,5854,watch
1273,4041,laptop
1274,632,smartphone
1275,8619,laptop
1276,7586,apple
1277,6288,smartphone
1278,954,pear
1279,1970,pear
1280,8330,tv
1281,414,smartphone
1282,7972,laptop
1283,4037,smartphone
1284,5156,tv
1285,7647,watch
1286,6326,laptop
1287,1445,laptop
1288,7173,apple
1289,3342,tv
1290,6795,laptop
1291,4177,pear
1292,325,watch
1293,4985,pear
1294,2450,apple
1295,3793,pear
1296,2189,apple
1297,8375,laptop
1298,9783,watch
1299,2244,watch
1300,299,pear
1301,7911,pear
1302,1735,smartphone
1303,2246,tv
1304,2184,apple
1305,4758,pear
1306,9577,watch
1307,6292,watch
1308,9168,apple
1309,1117,apple
1310,3769,laptop
1311,1252,pear
1312,9777,smartphone
1313,1002,watch
1314,2506,watch
1315,3832,laptop
1316,417,pear
1317,3268,tv
1318,6126,apple
1319,5660,watch
1320,284,pear
1321,8227,watch
1322,5153,apple
1323,2199,apple
1324,1969,smartphone
1325,9338,pear
1326,7144,pear
1327,2727,watch
1328,3662,apple
1329,3880,watch
1330,2282,apple
1331,6566,apple
1332,1372,tv
1333,6778,apple
1334,4912,tv
1335,516,laptop
1336,2515,apple
1337,4242,smartphone
1338,3044,watch
1339,2970,tv
1340,2962,pear
1341,5369,tv
1342,2397,laptop
1343,8062,tv
1344,587,laptop
1345,7011,apple
1346,2796,tv
1347,2055,apple
1348,1043,pear
1349,2726,tv
1350,5220,watch
1351,513,smartphone
1352,7075,pear
1353,9120,laptop
1354,7611,watch
1355,9193,smartphone
1356,1126,watch
1357,7642,tv
1358,6825,tv
1359,438,tv
1360,6251,laptop
1361,5613,tv
1362,9217,watch
1363,5200,watch
1364,9626,smartphone
1365,1364,watch
1366,5173,laptop
1367,1377,tv
1368,3525,watch
1369,4802,laptop
1370,8561,apple
1371,7758,smartphone
1372,5777,smartphone
1373,3237,smartphone
1374,8407,tv
1375,8562,tv
1376,3646,laptop
1377,1073,pear
1378,539,pear
1379,250,laptop
1380,1856,watch
1381,16,pear
1382,7,tv
1383,1195,tv
1384,9120,apple
1385,8423,tv
1386,3353,pear
1387,513,pear
1388,2147,apple
1389,75,tv
1390,2710,pear
1391,5495,apple
1392,6304,smartphone
1393,716,smartphone
1394,6446,smartphone
1395,8956,laptop
1396,7832,laptop
1397,4908,watch
1398,3689,smartphone
1399,314,tv
1400,6766,watch
1401,4421,laptop
1402,7649,laptop
1403,9935,tv
1404,930,apple
1405,4018,watch
1406,2242,tv
1407,1850,pear
1408,9358,pear
1409,2810,laptop
1410,2804,tv
1411,9038,watch
1412,8484,apple
1413,5856,laptop
1414,2572,watch
1415,6606,laptop
1416,938,smartphone
1417,3022,tv
1418,4291,laptop
1419,9760,tv
1420,9252,apple
1421,1827,apple
1422,7577,smartphone
1423,2502,pear
1424,9722,laptop
1425,6616,smartphone
1426,447,watch
1427,7718,apple
1428,5892,tv
1429,4376,pear
1430,8033,laptop
1431,5087,watch
1432,2222,tv
1433,9659,tv
1434,7206,smartphone
1435,6661,watch
1436,2700,pear
1437,9859,smartphone
1438,8088,pear
1439,1768,apple
1440,8283,laptop
1441,2616,laptop
1442,9362,smartphone
1443,3305,apple
1444,1323,tv
1445,9618,pear
1446,6308,tv
1447,3484,laptop
1448,9614,laptop
1449,910,pear
1450,2826,apple
1451,5811,laptop
1452,6115,watch
1453,6316,smartphone
1454,8508,watch
1455,6579,pear
1456,3299,tv
1457,3157,watch
1458,629,watch
1459,6643,tv
1460,9628,tv
1461,6973,apple
1462,4965,tv
1463,8068,tv
1464,9045,apple
1465,9854,watch
1466,6231,tv
1467,2463,watch
1468,2986,smartphone
1469,4108,tv
1470,7451,laptop
1471,7852,smartphone
1472,2019,watch
1473,7353,tv
1474,9423,laptop
1475,37,apple
1476,5923,apple
1477,6462,pear
1478,7550,smartphone
1479,7283,watch
1480,7598,laptop
1481,2516,tv
1482,4371,laptop
1483,8006,pear
1484,9024,smartphone
1485,1058,watch
1486,5156,apple
1487,2526,pear
1488,9499,apple
1489,896,tv
1490,9177,smartphone
1491,1046,apple
1492,174,smartphone
1493,3660,laptop
1494,8311,smartphone
1495,4780,smartphone
1496,9797,pear
1497,4055,apple
1498,3626,laptop
1499,9750,watch
1500,8411,smartphone
1501,5736,smartphone
1502,7591,watch
1503,2782,laptop
1504,9244,laptop
1505,6312,apple
1506,9455,laptop
1507,2367,apple
1508,4025,watch
1509,3757,pear
1510,1139,tv
1511,6174,apple
1512,9175,laptop
1513,1788,apple
1514,5250,pear
1515,6663,apple
1516,6292,tv
1517,2894,tv
1518,5942,pear
1519,262,apple
1520,782,tv
1521,8062,pear
1522,6997,apple
1523,226,smartphone
1524,2391,watch
1525,2569,laptop
1526,5679,laptop
1527,5516,watch
1528,9006,watch
1529,7485,apple
1530,4434,tv
1531,8272,pear
1532,5141,smartphone
1533,7781,smartphone
1534,8296,tv
1535,7380,apple
1536,4786,pear
1537,6258,tv
1538,9829,apple
1539,204,watch
1540,9753,watch
1541,7896,pear
1542,9655,apple
1543,4039,pear
1544,8216,watch
1545,9343,smartphone
1546,4101,watch
1547,3344,apple
1548,7918,apple
1549,6926,pear
1550,1438,watch
1551,7744,laptop
1552,8459,apple
1553,4242,pear
1554,998,watch
1555,5674,smartphone
1556,305,watch
1557,4353,tv
1558,3139,apple
1559,765,smartphone
1560,3434,apple
1561,1588,watch
1562,2454,smartphone
1563,6324,laptop
1564,8286,watch
1565,1252,tv
1566,7911,pear
1567,7044,apple
1568,3550,tv
1569,585,laptop
1570,7917,smartphone
1571,3831,tv
1572,2903,smartphone
1573,5780,watch
1574,7990,pear
1575,5585,watch
1576,6151,smartphone
1577,803,smartphone
1578,4282,apple
1579,4718,smartphone
1580,880,watch
1581,7636,laptop
1582,943,apple
1583,7343,laptop
1584,2392,laptop
1585,1834,smartphone
1586,884,smartphone
1587,166,pear
1588,5073,laptop
1589,8573,watch
1590,3104,watch
1591,2736,pear
1592,694,apple
1593,4196,watch
1594,5968,tv
1595,5258,tv
1596,4523,pear
1597,3503,laptop
1598,1969,tv
1599,3143,tv
1600,1727,watch
